Time,VehicleID,Speed,AlertReceived,AlertType,SenderID,Risk,CurrentLane,TargetLane,Action
7.906,vehB,33.284,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.006,vehB,33.296,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.106,vehB,33.302,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.206,vehB,33.284,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.306,vehB,33.285,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.406,vehB,33.291,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.506,vehB,33.297,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.606,vehB,33.312,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.706,vehB,33.282,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.806,vehB,33.282,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.906,vehB,33.318,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.006,vehB,33.317,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.106,vehB,33.302,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.206,vehB,33.291,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.306,vehB,33.293,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.406,vehB,33.330,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.506,vehB,33.297,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.606,vehB,33.309,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.706,vehB,33.286,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.806,vehB,33.288,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.906,vehB,33.295,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.006,vehB,33.298,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.106,vehB,33.327,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.206,vehB,33.295,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.306,vehB,33.326,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.406,vehB,33.291,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.506,vehB,33.282,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.606,vehB,33.292,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.706,vehB,33.293,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.806,vehB,33.295,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.906,vehB,33.303,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.006,vehB,33.309,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.106,vehB,33.287,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.206,vehB,33.324,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.306,vehB,33.306,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.406,vehB,33.312,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.506,vehB,33.320,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.606,vehB,33.312,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.706,vehB,33.294,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.806,vehB,33.317,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.906,vehB,33.286,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.006,vehB,33.289,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.106,vehB,33.311,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.206,vehB,33.281,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.306,vehB,33.318,No,N/A,N/A,N/A,N/A,N/A,NoAlert
