Time,VehicleID,Speed,AlertReceived,AlertType,SenderID,Risk,CurrentLane,TargetLane,Action
7.806,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
7.906,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.006,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.106,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.206,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.306,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.406,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.506,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.606,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.706,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.806,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
8.906,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.006,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.106,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.206,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.306,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.406,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.506,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.606,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.706,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.806,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
9.906,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.006,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.106,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.206,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.306,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.406,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.506,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.606,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.706,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.806,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
10.906,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.006,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.106,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.206,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.306,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.406,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.506,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.606,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.706,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.806,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
11.906,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.006,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.106,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.206,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.306,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.406,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.506,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.606,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.706,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.806,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
12.906,vehB,21.931,No,N/A,N/A,N/A,N/A,N/A,NoAlert
